,Open
896,171.240005
897,177.809998
898,177.229996
899,177.850006
900,175.16000400000001
901,171.5
902,175.300003
903,178.0
904,178.850006
905,182.889999
906,180.699997
907,178.300003
908,176.300003
909,181.009995
910,189.33999599999999
911,198.970001
912,195.779999
913,193.33999599999999
914,198.100006
915,205.240005
916,203.699997
917,215.00999500000003
918,211.63999900000002
919,208.759995
920,230.0
921,258.579987
922,261.25
923,249.649994
924,237.25999500000003
925,258.480011
926,256.72000099999997
927,254.13999900000002
928,252.940002
929,242.69999700000002
930,236.5
931,231.5
932,243.789993
933,235.289993
934,234.94999700000002
935,236.94999700000002
936,241.38999900000002
937,236.16000400000001
938,236.020004
939,229.75
940,224.13999900000002
941,221.94999700000002
942,212.36999500000002
943,212.80000299999998
944,216.5
945,209.020004
946,220.0
947,230.30000299999998
948,226.00999500000003
949,205.809998
950,210.05000299999998
951,216.75999500000003
952,216.82000699999998
953,200.610001
954,207.600006
955,199.08999599999999
956,197.0
957,199.610001
958,197.080002
959,206.360001
960,216.330002
961,210.809998
962,202.0
963,200.0
964,198.21000700000002
965,203.600006
966,207.080002
967,208.600006
968,209.479996
969,216.600006
970,209.639999
971,182.0
972,179.860001
973,183.869995
974,183.759995
975,188.949997
976,189.979996
977,188.949997
978,190.720001
979,196.940002
980,196.179993
981,200.350006
982,204.529999
983,208.520004
984,210.020004
985,210.57000699999998
986,210.30000299999998
987,207.330002
988,203.490005
989,204.350006
990,204.470001
991,209.75
992,207.949997
993,204.429993
994,201.5
995,205.100006
996,204.779999
997,206.759995
998,224.11000099999998
999,231.5
1000,228.88000499999998
1001,228.520004
1002,229.50999500000003
1003,238.97000099999997
1004,233.05000299999998
1005,237.169998
1006,234.690002
1007,239.55000299999998
1008,242.460007
1009,240.66000400000001
1010,231.289993
1011,227.5
1012,218.649994
1013,221.270004
1014,217.17999300000002
1015,220.61000099999998
1016,219.99000499999997
1017,226.729996
1018,221.82000699999998
1019,216.16000400000001
1020,215.94999700000002
1021,217.25
1022,222.190002
1023,220.00999500000003
1024,223.25
1025,222.72000099999997
1026,224.25
1027,226.61000099999998
1028,221.919998
1029,229.25999500000003
1030,226.08999599999999
1031,234.38000499999998
1032,237.47000099999997
1033,238.899994
1034,250.11999500000002
1035,251.16000400000001
1036,255.479996
1037,258.079987
1038,262.01001
1039,262.48999
1040,261.480011
1041,263.25
1042,258.869995
1043,254.669998
1044,256.519989
1045,254.539993
1046,258.190002
1047,264.980011
1048,263.5
1049,261.890015
1050,268.700012
1051,275.5
1052,287.670013
1053,284.01001
1054,282.549988
1055,277.619995
1056,282.98999
1057,279.5
1058,280.459991
1059,280.5
1060,274.369995
1061,255.149994
1062,262.410004
1063,263.359985
1064,257.98999
1065,255.0
1066,245.22000099999997
1067,251.11999500000002
1068,252.520004
1069,248.25
1070,244.0
1071,246.919998
1072,242.19999700000002
1073,250.19999700000002
1074,253.059998
1075,259.130005
1076,258.52999900000003
1077,260.100006
1078,262.25
1079,244.63999900000002
1080,238.57000699999998
1081,228.25
1082,220.0
1083,219.72000099999997
1084,233.38000499999998
1085,226.72000099999997
1086,234.270004
1087,233.190002
1088,234.66000400000001
1089,236.270004
1090,234.25
1091,229.600006
1092,241.13000499999998
1093,238.13999900000002
1094,242.50999500000003
1095,243.0
1096,240.49000499999997
1097,241.0
1098,234.49000499999997
1099,242.190002
1100,239.11000099999998
1101,242.55000299999998
1102,249.72000099999997
1103,250.61999500000002
1104,250.0
1105,257.48999
1106,255.86000099999998
1107,250.61000099999998
1108,247.94999700000002
1109,252.210007
1110,245.19999700000002
1111,247.350006
1112,248.33999599999999
1113,245.350006
1114,241.16000400000001
1115,234.57000699999998
1116,226.25
1117,228.600006
1118,228.669998
1119,221.539993
1120,209.33999599999999
1121,214.13000499999998
1122,210.52999900000003
1123,204.820007
1124,209.28999299999998
1125,200.889999
1126,193.059998
1127,212.38000499999998
1128,220.190002
1129,220.0
1130,223.809998
1131,219.770004
1132,221.50999500000003
1133,226.899994
1134,223.99000499999997
1135,223.08999599999999
1136,222.86999500000002
1137,214.55000299999998
1138,210.059998
1139,213.350006
1140,212.809998
1141,208.919998
1142,203.050003
1143,203.320007
1144,185.830002
1145,194.490005
1146,190.699997
1147,193.869995
1148,189.550003
1149,197.0
1150,200.28999299999998
1151,201.830002
1152,204.419998
1153,206.110001
1154,201.070007
1155,203.96000700000002
1156,203.970001
1157,213.22000099999997
1158,218.289993
1159,219.88000499999998
1160,222.0
1161,215.38000499999998
1162,217.55000299999998
1163,212.210007
1164,193.570007
1165,202.899994
1166,205.699997
1167,204.169998
1168,205.0
1169,210.77999900000003
1170,215.66000400000001
1171,207.28999299999998
1172,204.940002
1173,204.0
1174,206.899994
1175,202.699997
1176,196.809998
1177,199.25
1178,202.850006
1179,199.21000700000002
1180,194.389999
1181,188.46000700000002
1182,191.149994
1183,193.75
1184,188.949997
1185,192.0
1186,195.429993
1187,194.96000700000002
1188,202.0
1189,197.449997
1190,198.5
1191,201.580002
1192,198.270004
1193,193.919998
1194,189.070007
1195,185.850006
1196,193.529999
1197,188.699997
1198,190.229996
1199,198.0
1200,202.509995
1201,208.199997
1202,208.429993
1203,209.850006
1204,210.440002
1205,208.570007
1206,207.46000700000002
1207,207.699997
1208,204.990005
1209,206.779999
1210,205.800003
1211,212.5
1212,218.270004
1213,220.5
1214,222.559998
1215,234.75
1216,230.05000299999998
1217,230.38999900000002
1218,229.940002
1219,228.17999300000002
1220,237.75999500000003
1221,234.100006
1222,221.0
1223,235.99000499999997
1224,236.289993
1225,240.11000099999998
1226,247.61000099999998
1227,244.82000699999998
1228,243.92999300000002
1229,247.0
1230,248.42999300000002
1231,247.13000499999998
1232,243.02999900000003
1233,245.38000499999998
1234,247.67999300000002
1235,248.50999500000003
1236,247.02999900000003
1237,251.0
1238,251.41000400000001
1239,248.919998
1240,248.19999700000002
1241,247.5
1242,246.0
1243,250.850006
1244,255.399994
1245,251.899994
1246,253.25999500000003
1247,250.210007
1248,249.69999700000002
1249,250.13000499999998
1250,252.169998
1251,262.0
1252,262.399994
1253,262.149994
1254,260.320007
1255,266.980011
1256,266.450012
1257,268.890015
1258,261.950012
1259,264.799988
1260,271.109985
1261,280.200012
1262,278.880005
1263,275.0
1264,259.320007
1265,259.079987
1266,262.22000099999997
1267,262.25
1268,262.100006
1269,266.73999
1270,264.22000099999997
1271,272.5
1272,275.0
1273,270.049988
1274,261.269989
1275,269.649994
1276,267.380005
1277,262.429993
1278,255.75
1279,264.269989
1280,262.690002
1281,267.600006
1282,266.290009
1283,260.01001
1284,263.579987
1285,249.539993
1286,243.580002
1287,238.149994
1288,237.149994
1289,235.0
1290,239.86000099999998
1291,247.24000499999997
1292,255.559998
1293,255.38000499999998
1294,260.329987
1295,252.059998
1296,236.0
1297,202.78999299999998
1298,230.520004
1299,227.92999300000002
1300,231.0
1301,241.86000099999998
1302,245.61999500000002
1303,240.33999599999999
1304,245.30000299999998
1305,252.059998
1306,240.88999900000002
1307,245.05000299999998
1308,252.05000299999998
1309,247.229996
1310,247.63999900000002
1311,251.100006
1312,252.75
1313,253.039993
1314,263.959991
1315,257.959991
1316,263.980011
1317,259.02999900000003
1318,261.950012
1319,259.52999900000003
1320,266.609985
1321,257.350006
1322,250.460007
1323,252.0
1324,247.50999500000003
1325,235.600006
1326,248.83999599999999
1327,240.0
1328,236.63000499999998
1329,230.080002
1330,220.92999300000002
1331,222.99000499999997
1332,213.27999900000003
1333,220.669998
1334,216.42999300000002
1335,223.039993
1336,226.5
1337,227.72000099999997
1338,211.99000499999997
1339,211.559998
1340,215.0
1341,211.38000499999998
1342,214.83999599999999
1343,211.309998
1344,211.75
1345,210.399994
1346,208.919998
1347,213.850006
1348,227.0
1349,230.580002
1350,230.69999700000002
1351,232.99000499999997
1352,223.479996
1353,217.770004
1354,217.850006
1355,212.94999700000002
1356,206.08999599999999
1357,215.19999700000002
1358,214.5
1359,220.539993
1360,223.49000499999997
1361,217.350006
1362,215.36999500000002
1363,221.33999599999999
1364,231.059998
1365,231.789993
1366,231.059998
1367,237.0
1368,235.479996
1369,232.460007
1370,227.69999700000002
1371,227.520004
1372,226.69999700000002
1373,224.710007
1374,225.24000499999997
1375,217.50999500000003
1376,221.82000699999998
1377,222.100006
1378,233.940002
1379,232.88999900000002
1380,231.690002
1381,234.99000499999997
1382,232.17999300000002
1383,230.559998
1384,231.49000499999997
1385,230.059998
1386,236.600006
1387,238.50999500000003
1388,230.72000099999997
1389,226.36000099999998
1390,220.0
1391,214.190002
1392,217.86000099999998
1393,214.00999500000003
1394,211.600006
1395,212.00999500000003
1396,202.21000700000002
1397,198.970001
1398,208.71000700000002
1399,199.399994
1400,201.550003
1401,204.800003
1402,200.059998
1403,196.699997
1404,192.380005
1405,190.78999299999998
1406,189.949997
1407,188.759995
1408,192.419998
1409,183.58999599999999
1410,170.699997
1411,171.300003
1412,157.100006
1413,142.320007
1414,150.5
1415,152.0
1416,155.0
1417,158.699997
1418,159.0
1419,172.419998
1420,163.66000400000001
1421,170.119995
1422,176.16000400000001
1423,172.75
1424,178.649994
1425,188.699997
1426,192.399994
1427,194.25
1428,183.729996
1429,188.279999
1430,198.0
1431,197.679993
1432,203.5
1433,204.520004
1434,210.0
1435,207.929993
1436,212.649994
1437,214.270004
1438,218.0
1439,221.47000099999997
1440,229.100006
1441,235.33999599999999
1442,237.210007
1443,232.36999500000002
1444,215.77999900000003
1445,231.61000099999998
1446,229.88999900000002
1447,235.08999599999999
1448,229.33999599999999
1449,244.830002
1450,249.11999500000002
1451,240.5
1452,253.97000099999997
1453,266.450012
1454,260.5
1455,251.0
1456,249.5
1457,248.50999500000003
1458,253.0
1459,251.309998
1460,252.229996
1461,253.11999500000002
1462,246.25999500000003
1463,248.99000499999997
1464,248.88999900000002
1465,253.00999500000003
1466,252.05000299999998
1467,252.75
1468,249.850006
1469,248.13999900000002
1470,241.5
1471,237.36000099999998
1472,230.289993
1473,228.460007
1474,210.86999500000002
1475,215.72000099999997
1476,207.550003
1477,207.58999599999999
1478,211.440002
1479,207.779999
1480,208.149994
1481,209.050003
1482,209.149994
1483,213.61999500000002
1484,216.99000499999997
1485,219.86999500000002
1486,216.600006
1487,217.91000400000001
1488,220.5
1489,224.99000499999997
1490,223.039993
1491,221.479996
1492,219.58999599999999
1493,220.0
1494,218.0
1495,222.24000499999997
1496,233.80000299999998
1497,234.979996
1498,227.38999900000002
1499,219.5
1500,218.88000499999998
1501,216.94999700000002
1502,217.419998
1503,217.809998
1504,219.5
1505,220.67999300000002
1506,199.470001
1507,195.690002
1508,190.050003
1509,190.860001
1510,201.889999
1511,205.130005
1512,212.97000099999997
1513,206.139999
1514,209.729996
1515,210.0
1516,213.100006
1517,217.80000299999998
1518,219.960007
1519,224.100006
1520,225.5
1521,223.11999500000002
1522,222.520004
1523,219.63999900000002
1524,225.0
1525,226.47000099999997
1526,226.0
1527,221.99000499999997
1528,222.270004
1529,227.690002
1530,229.33999599999999
1531,227.94999700000002
1532,230.69999700000002
1533,235.5
1534,229.36999500000002
1535,227.36999500000002
1536,225.690002
1537,230.0
1538,228.0
1539,226.82000699999998
1540,228.24000499999997
1541,226.169998
1542,225.41000400000001
1543,226.020004
1544,225.49000499999997
1545,224.330002
1546,223.82000699999998
1547,223.539993
1548,224.169998
1549,224.32000699999998
1550,227.05000299999998
1551,223.11000099999998
1552,222.13999900000002
1553,220.149994
1554,216.11000099999998
1555,210.42999300000002
1556,209.009995
1557,202.330002
1558,199.020004
1559,205.5
1560,199.550003
1561,199.08999599999999
1562,195.0
1563,197.059998
1564,195.75
1565,196.490005
1566,200.419998
1567,207.0
1568,206.850006
1569,206.369995
1570,206.399994
1571,205.990005
1572,206.5
1573,209.649994
1574,207.509995
1575,205.600006
1576,202.21000700000002
1577,212.30000299999998
1578,213.100006
1579,212.24000499999997
1580,202.46000700000002
1581,201.0
1582,201.350006
1583,201.850006
1584,200.949997
1585,200.5
1586,200.66000400000001
1587,197.050003
1588,195.990005
1589,199.740005
1590,202.119995
1591,198.600006
1592,201.0
1593,202.899994
1594,201.0
1595,211.33999599999999
1596,204.0
1597,202.490005
1598,198.03999299999998
1599,190.050003
1600,189.0
1601,189.0
1602,193.58999599999999
1603,193.78999299999998
1604,186.880005
1605,191.050003
1606,184.240005
1607,188.0
1608,182.779999
1609,182.649994
1610,183.490005
1611,190.649994
1612,185.03999299999998
1613,185.83999599999999
1614,190.610001
1615,193.639999
1616,195.479996
1617,195.559998
1618,191.0
1619,188.25
1620,182.880005
1621,182.509995
1622,185.520004
1623,186.149994
1624,192.050003
1625,190.869995
1626,192.800003
1627,193.179993
1628,198.740005
1629,198.41000400000001
1630,198.080002
1631,202.490005
1632,203.050003
1633,208.449997
1634,208.220001
1635,208.0
1636,214.88000499999998
1637,221.52999900000003
1638,218.559998
1639,216.30000299999998
1640,214.86000099999998
1641,214.75
1642,226.419998
1643,226.92999300000002
1644,228.97000099999997
1645,232.0
1646,229.07000699999998
1647,229.059998
1648,230.0
1649,236.69999700000002
1650,236.649994
1651,247.25
1652,245.460007
1653,245.850006
1654,250.0
1655,257.309998
1656,254.289993
1657,251.38000499999998
1658,252.52999900000003
1659,249.24000499999997
1660,253.05000299999998
1661,248.33999599999999
1662,251.91000400000001
1663,251.0
1664,258.190002
1665,257.350006
1666,266.25
1667,269.790009
1668,270.73999
1669,279.02999900000003
1670,280.0
1671,277.600006
1672,265.799988
1673,275.450012
1674,280.309998
1675,264.0
1676,252.66000400000001
1677,248.169998
1678,244.190002
1679,254.17999300000002
1680,249.710007
1681,250.74000499999997
1682,247.91000400000001
1683,251.919998
1684,247.0
1685,247.63000499999998
1686,246.210007
1687,244.82000699999998
1688,246.11000099999998
1689,257.0
1690,262.399994
1691,264.0
1692,260.600006
1693,262.829987
1694,251.559998
1695,255.38999900000002
1696,255.69999700000002
1697,260.600006
1698,277.019989
1699,278.339996
1700,278.040009
1701,278.730011
1702,286.899994
1703,296.890015
1704,302.040009
1705,296.880005
1706,297.5
1707,309.149994
1708,313.380005
1709,306.339996
1710,296.700012
1711,302.700012
1712,299.700012
1713,302.459991
1714,306.51001
1715,302.0
1716,309.22000099999997
1717,308.0
1718,312.369995
1719,311.690002
1720,309.829987
1721,314.880005
1722,324.0
1723,317.670013
1724,307.440002
1725,298.0
1726,310.899994
1727,309.380005
1728,321.559998
1729,323.399994
1730,325.480011
1731,318.380005
1732,317.589996
1733,314.390015
1734,307.0
1735,315.5
1736,312.799988
1737,310.459991
1738,306.51001
1739,311.019989
1740,317.27999900000003
1741,326.0
1742,337.690002
1743,344.0
1744,339.769989
1745,338.5
1746,344.700012
1747,356.339996
1748,363.75
1749,374.420013
1750,357.98999
1751,367.619995
1752,381.089996
1753,372.5
1754,377.980011
1755,375.0
1756,376.670013
1757,374.350006
1758,377.98999
1759,382.450012
1760,386.690002
1761,376.399994
1762,366.679993
1763,370.609985
1764,363.709991
1765,370.23999
1766,347.200012
1767,317.26001
1768,313.5
1769,312.899994
1770,316.0
1771,330.399994
1772,330.109985
1773,323.190002
1774,325.540009
1775,317.5
1776,328.230011
1777,326.899994
1778,329.459991
